"word","freq"
"the",2358
"of",1246
"to",1010
"a",902
"and",754
"in",732
"is",420
"for",410
"that",372
"on",350
"it",236
"are",220
"you",214
"this",208
"from",200
"be",194
"as",192
"questions",192
"with",192
"about",184
"by",164
"s",162
"or",161
"have",160
"people",159
"can",157
"b",146
"c",144
"they",137
"at",136
"what",136
"an",132
"one",132
"their",132
"more",130
"write",130
"reading",128
"which",128
"your",122
"answer",118
"has",116
"e",112
"was",110
"if",102
"glass",100
"passage",96
"test",92
"why",92
"may",90
"x",89
"do",88
"how",88
"i",88
"music",88
"below",86
"when",86
"than",83
"d",79
"not",77
"who",76
"also",74
"each",74
"there",74
"been",72
"cork",72
"information",72
"should",72
"some",72
"we",72
"only",70
"will",70
"correct",68
"make",68
"word",68
"choose",66
"he",66
"boxes",64
"other",64
"our",64
"sheet",62
"two",62
"work",62
"bilingual",60
"paragraph",60
"time",60
"g",59
"all",58
"had",58
"many",58
"most",58
"were",58
"would",58
"but",56
"food",56
"his",56
"its",56
"f",54
"complete",52
"section",52
"these",52
"where",52
"years",52
"could",50
"like",50
"spend",50
"writer",50
"different",48
"letter",48
"minutes",48
"example",46
"health",44
"being",42
"first",42
"large",42
"part",42
"study",42
"between",40
"farmers",40
"help",40
"used",40
"very",40
"world",40
"any",38
"century",38
"certain",38
"collecting",38
"course",38
"following",38
"listening",38
"often",38
"out",38
"such",38
"up",38
"words",38
"no",37
"based",36
"board",36
"say",36
"so",36
"statement",36
"them",36
"tortoises",36
"use",36
"around",34
"before",34
"brain",34
"lynx",34
"made",34
"own",34
"task",34
"writing",34
"geography",32
"give",32
"given",32
"into",32
"least",32
"money",32
"over",32
"way",32
"o",31
"area",30
"because",30
"become",30
"does",30
"down",30
"too",30
"after",28
"agree",28
"answers",28
"end",28
"language",28
"long",28
"making",28
"monolingual",28
"public",28
"t",28
"then",28
"think",28
"us",28
"both",26
"called",26
"countries",26
"financial",26
"find",26
"however",26
"important",26
"marketing",26
"much",26
"sound",26
"species",26
"studies",26
"according",24
"activity",24
"better",24
"business",24
"day",24
"disease",24
"even",24
"knowledge",24
"life",24
"production",24
"relevant",24
"result",24
"same",24
"term",24
"while",24
"children",22
"collectors",22
"country",22
"diseases",22
"every",22
"list",22
"local",22
"main",22
"market",22
"means",22
"particular",22
"researchers",22
"topic",22
"well",22
"number",21
"person",21
"bottle",20
"change",20
"companies",20
"directors",20
"having",20
"healthcare",20
"material",20
"must",20
"order",20
"paper",20
"participants",20
"play",20
"research",20
"small",20
"students",20
"take",20
"taken",20
"through",20
"town",20
"without",20
"notes",19
"agriculture",18
"bark",18
"claims",18
"discussion",18
"during",18
"ever",18
"experience",18
"get",18
"group",18
"headings",18
"islands",18
"issues",18
"library",18
"new",18
"old",18
"purpose",18
"reasons",18
"science",18
"trees",18
"y",18
"young",18
"early",17
"industry",17
"need",17
"agrees",16
"areas",16
"art",16
"birds",16
"boards",16
"brains",16
"buy",16
"city",16
"clear",16
"co",16
"company",16
"contradicts",16
"developed",16
"environment",16
"fire",16
"found",16
"good",16
"high",16
"highly",16
"home",16
"increased",16
"know",16
"less",16
"levels",16
"management",16
"others",16
"population",16
"problems",16
"see",16
"someone",16
"spread",16
"statements",16
"topics",16
"until",16
"views",16
"viii",16
"whether",16
"animal",15
"re",15
"staff",15
"advantages",14
"affect",14
"animals",14
"another",14
"arson",14
"believe",14
"benefits",14
"big",14
"clothes",14
"conflict",14
"control",14
"debate",14
"did",14
"effect",14
"effects",14
"emotional",14
"evidence",14
"executive",14
"far",14
"few",14
"film",14
"fishing",14
"five",14
"forests",14
"four",14
"h",14
"him",14
"holidays",14
"input",14
"instance",14
"last",14
"letters",14
"mercury",14
"might",14
"modern",14
"noise",14
"obvious",14
"once",14
"parts",14
"pattern",14
"patterns",14
"period",14
"populations",14
"possible",14
"present",14
"problem",14
"process",14
"question",14
"reduce",14
"region",14
"restaurant",14
"risk",14
"risks",14
"role",14
"sense",14
"several",14
"show",14
"shows",14
"society",14
"structure",14
"support",14
"technology",14
"today",14
"tortoise",14
"type",14
"using",14
"umber",13
"able",12
"academic",12
"across",12
"active",12
"aim",12
"almost",12
"always",12
"argued",12
"arrive",12
"associated",12
"available",12
"back",12
"became",12
"beginning",12
"box",12
"bring",12
"changes",12
"clients",12
"collect",12
"common",12
"days",12
"discovery",12
"doing",12
"dolls",12
"dopamine",12
"events",12
"examples",12
"family",12
"feeling",12
"field",12
"free",12
