"word","freq"
"the",2372
"of",1232
"a",1114
"to",1108
"in",876
"and",720
"is",412
"that",404
"for",398
"on",357
"i",332
"are",264
"it",230
"e",212
"with",212
"from",204
"s",203
"be",202
"questions",200
"as",196
"this",194
"b",180
"they",179
"he",176
"by",174
"about",172
"was",172
"you",170
"were",156
"or",151
"which",148
"at",146
"c",146
"people",145
"have",142
"has",138
"their",132
"more",128
"your",126
"what",125
"answer",124
"write",122
"reading",120
"an",114
"one",113
"if",102
"his",100
"below",96
"d",96
"when",96
"can",94
"do",94
"p",94
"test",94
"there",94
"x",93
"passage",92
"we",91
"each",90
"would",90
"but",88
"how",86
"correct",84
"other",84
"two",80
"l",78
"only",78
"its",76
"part",74
"some",74
"than",74
"used",74
"information",72
"make",72
"why",72
"choose",70
"sheet",70
"water",70
"who",68
"boxes",66
"letter",64
"these",64
"may",62
"world",62
"had",60
"not",60
"should",60
"species",60
"task",60
"where",60
"will",60
"all",58
"f",58
"many",58
"public",58
"complete",56
"into",56
"could",54
"most",54
"work",54
"t",52
"time",52
"writer",51
"been",50
"human",50
"says",50
"think",50
"businesses",48
"so",48
"vehicles",48
"exploration",46
"out",46
"status",46
"also",44
"g",44
"no",44
"spend",44
"way",44
"first",42
"minutes",42
"o",42
"over",42
"study",42
"then",42
"up",42
"word",42
"different",40
"laughter",40
"new",40
"tales",40
"because",38
"nutmeg",38
"say",38
"sculpture",38
"through",38
"us",38
"use",38
"university",37
"based",36
"company",36
"found",36
"language",36
"our",36
"own",36
"story",36
"years",36
"any",34
"fairy",34
"following",34
"important",34
"island",34
"islands",34
"might",34
"tree",34
"words",34
"areas",32
"did",32
"dutch",32
"extinct",32
"least",32
"such",32
"answers",30
"back",30
"being",30
"business",30
"environmental",30
"good",30
"high",30
"individuals",30
"life",30
"like",30
"listening",30
"local",30
"long",30
"statement",30
"stories",30
"them",30
"transport",30
"another",28
"century",28
"help",28
"social",28
"travel",28
"using",28
"vehicle",28
"writing",28
"across",26
"after",26
"art",26
"became",26
"children",26
"does",26
"experience",26
"hotel",26
"low",26
"participants",26
"results",26
"today",26
"ancient",24
"automated",24
"big",24
"change",24
"example",24
"given",24
"groups",24
"him",24
"however",24
"impact",24
"known",24
"made",24
"main",24
"making",24
"now",24
"number",24
"relevant",24
"research",24
"students",24
"take",24
"things",24
"those",24
"very",24
"certain",22
"even",22
"food",22
"know",22
"letters",22
"living",22
"need",22
"others",22
"ow",22
"production",22
"road",22
"still",22
"suggest",22
"trees",22
"while",22
"little",21
"according",20
"agree",20
"both",20
"car",20
"cars",20
"cities",20
"control",20
"day",20
"dominant",20
"future",20
"h",20
"laughs",20
"less",20
"money",20
"paragraph",20
"park",20
"particularly",20
"produced",20
"same",20
"section",20
"around",18
"available",18
"brain",18
"college",18
"developed",18
"device",18
"down",18
"driving",18
"environment",18
"famous",18
"forms",18
"her",18
"home",18
"ideas",18
"include",18
"just",18
"languages",18
"list",18
"mammoth",18
"often",18
"once",18
"per",18
"place",18
"places",18
"practices",18
"process",18
"q",18
"r",18
"result",18
"school",18
"she",18
"shows",18
"significant",18
"something",18
"submissive",18
"technology",18
"topic",18
"useful",18
"whistled",18
"animal",17
"access",16
"analysis",16
"automation",16
"become",16
"between",16
"bought",16
"bring",16
"called",16
"changes",16
"child",16
"design",16
"extinction",16
"forests",16
"get",16
"give",16
"higher",16
"idea",16
"jack",16
"knowledge",16
"large",16
"laugh",16
"lead",16
"learning",16
"left",16
"longer",16
"meat",16
"middle",16
"mobility",16
"notes",16
"person",16
"possible",16
"provide",16
"provided",16
"range",16
"reasons",16
"red",16
"reduce",16
"researchers",16
"small",16
"statements",16
"street",16
"summary",16
"topics",16
"true",16
"tundra",16
"well",16
"whether",16
"working",16
"year",16
"project",15
"area",14
"benefits",14
"best",14
"body",14
"buy",14
"case",14
"engineering",14
"essential",14
"explains",14
"explorer",14
"fact",14
"far",14
"farmers",14
"features",14
"feel",14
"figure",14
"form",14
"fruit",14
"going",14
"great",14
"group",14
"hood",14
"importance",14
"land",14
"last",14
"learn",14
"manufacturing",14
"moved",14
"much",14
"north",14
"off",14
"order",14
"past",14
"physical",14
"point",14
"power",14
"produce",14
"products",14
"riding",14
"similar",14
"six",14
"studies",14
"supply",14
"survive",14
"told",14
"types",14
"umber",14
"valley",14
"valuable",14
"wanted",14
"ways",14
"without",14
"wolf",14
"government",13
"able",12
"advantages",12
"again",12
"ago",12
"agrees",12
"always",12
"amount",12
"avoid",12
"away",12
"before",12
"city",12
"claims",12
"coffee",12
"common",12
"contradicts",12
"countries",12
"dance",12
"deep",12
"details",12
"developing",12
"development",12
"disease",12
"don",12
"energy",12
"enough",12
"existence",12
"explorers",12
"familiar",12
"family",12
"fast",12
"few",12
"fewer",12
"findings",12
"grandmother",12
"habitat",12
"interested",12
"j",12
"lack",12
"makes",12
"market",12
"modern",12
"move",12
"must",12
"next",12
"opportunity",12
"parts",12
"passenger",12
"plant",12
"play",12
"psychological",12
"re",12
"recorded",12
"reference",12
"royal",12
"safety",12
"satisfied",12
"scientists",12
"see",12
"set",12
"short",12
"show",12
"since",12
"spoken",12
"started",12
"staying",12
"sustainable",12
"swimming",12
"took",12
"type",12
"urban",12
"various",12
"weeks",12
"whistle",12
"wide",12
"works",12
"early",11
"aim",10
"already",10
"animals",10
"asked",10
"associated",10
"average",10
"began",10
"believes",10
"brought",10
"buying",10
"canary",10
"caused",10
"cc",10
"changed",10
"co",10
"comes",10
"communication",10
"cost",10
"created",10
"crops",10
"cross",10
"culture",10
"demand",10
"desalination",10
"done",10
"drinking",10
"during",10
"ea",10
"examples",10
"experiment",10
"field",10
"find",10
"forest",10
"frequency",10
"friends",10
"gate",10
"grew",10
"growth",10
"guard",10
"habits",10
"helped",10
"including",10
"industry",10
"instant",10
"institute",10
"item",10
"keep",10
"kinds",10
"leaves",10
"led",10
"likely",10
"lives",10
"mainly",10
"means",10
"mention",10
"mind",10
"models",10
"movement",10
"my",10
"online",10
"particular",10
"pay",10
"percent",10
"performance",10
"pigeon",10
"plants",10
"points",10
"popular",10
"position",10
"present",10
"problem",10
"producing",10
"profit",10
"profits",10
"rails",10
"rather",10
"really",10
"receive",10
"regions",10
"relative",10
"responsibility",10
"second",10
"self",10
"significantly",10
"skills",10
"society",10
"source",10
"south",10
"specific",10
"spice",10
"spread",10
"stopped",10
"studied",10
"suitable",10
"sun",10
"surface",10
"table",10
"themselves",10
"theory",10
"therefore",10
"thought",10
"three",10
"ticket",10
"too",10
"traditional",10
"try",10
"under",10
"unit",10
"versions",10
"views",10
"visiting",10
"went",10
"within",10
"woolly",10
"ability",8
"academic",8
"achieve",8
"act",8
"agency",8
"ages",8
"allowed",8
"although",8
"among",8
"approach",8
"aspects",8
"attention",8
"aware",8
"basic",8
"believe",8
"bell",8
"benefit",8
"better",8
"build",8
"candidate",8
"cause",8
"cent",8
"church",8
"clean",8
"cm",8
"coast",8
"commercial",8
"companies",8
"comparisons",8
"creating",8
"crossing",8
"cultures",8
"customer",8
"customers",8
"data",8
"developments",8
"difference",8
"difficult",8
"disadvantages",8
"doing",8
"domestic",8
"earth",8
"either",8
"employees",8
"encouraged",8
"end",8
"engineers",8
"enjoy",8
"every",8
"evidence",8
"explain",8
"ext",8
"extra",8
"false",8
"five",8
"further",8
"genetic",8
"go",8
"gone",8
"governments",8
"growing",8
"half",8
"here",8
"history",8
"huge",8
"income",8
"increased",8
"individual",8
"instance",8
"intended",8
"interest",8
"international",8
"involved",8
"isolated",8
"jobs",8
"journey",8
"key",8
"kind",8
"la",8
"later",8
"live",8
"ll",8
"lo",8
"look",8
"m",8
"major",8
"mammoths",8
"matter",8
"me",8
"mean",8
"months",8
"moral",8
"necessary",8
"needs",8
"ocean",8
"older",8
"ones",8
"operate",8
"operation",8
"packers",8
"pigeons",8
"policies",8
"population",8
"potential",8
"predictions",8
"pressure",8
"prices",8
"problems",8
"professor",8
"quickly",8
"rain",8
"real",8
"recent",8
"regarding",8
"remote",8
"required",8
"resulting",8
"return",8
"roads",8
"role",8
"roots",8
"run",8
"sculptures",8
"seed",8
"selecting",8
"sense",8
"seven",8
"soil",8
"solar",8
"southern",8
"start",8
"stone",8
"stores",8
"strangers",8
"surprised",8
"survival",8
"systems",8
"teaching",8
"team",8
"times",8
"trade",8
"trading",8
"traffic",8
"traits",8
"turn",8
"turned",8
"uses",8
"value",8
"variety",8
"video",8
"visitors",8
"want",8
"war",8
"watched",8
"website",8
"whistles",8
"wish",8
"women",8
"young",8
"national",7
"ab",6
"abandon",6
"abstract",6
"action",6
"activity",6
"ad",6
"adaptation",6
"adapted",6
"added",6
"addition",6
"advertising",6
"age",6
"aimed",6
"ambitious",6
"anthropologists",6
"anyone",6
"appeal",6
"appear",6
"argues",6
"arid",6
"article",6
"artist",6
"asks",6
"attracted",6
"audiences",6
"authorities",6
"band",6
"barriers",6
"bee",6
"begin",6
"behavior",6
"believed",6
"biologists",6
"box",6
"break",6
"bringing",6
"bronze",6
"came",6
"carried",6
"cast",6
"challenges",6
"changing",6
"characters",6
"choosing",6
"choreographers",6
"clear",6
"clothes",6
"come",6
"comedy",6
"coming",6
"communities",6
"compare",6
"compared",6
"competitors",6
"computer",6
"conditions",6
"contains",6
"context",6
"contrast",6
"cooking",6
"corridors",6
"country",6
"create",6
"currently",6
"cutting",6
"damage",6
"deal",6
"decades",6
"decline",6
"definition",6
"department",6
"describe",6
"described",6
"desert",6
"designs",6
"devils",6
"difficulties",6
"discover",6
"discovery",6
"discussion",6
"disturbance",6
"drawing",6
"drivers",6
"east",6
"easy",6
"effects",6
"elements",6
"elephant",6
"emails",6
"empty",6
"ended",6
"enjoyable",6
"ensure",6
"entertainment",6
"environmentally",6
"era",6
"established",6
"eucalyptus",6
"evolutionary",6
"evolved",6
"examiner",6
"exhibition",6
"existing",6
"expected",6
"extremely",6
"factor",6
"failed",6
"farms",6
"feelings",6
"felt",6
"festival",6
"figures",6
"finally",6
"flexibility",6
"flour",6
"flowers",6
"flows",6
"focusing",6
"free",6
"fully",6
"fundamental",6
"general",6
"getting",6
"goal",6
"goods",6
"graduates",6
"greater",6
"grown",6
"guinea",6
"hand",6
"happened",6
"hard",6
"hardy",6
"having",6
"health",6
"helps",6
"herself",6
"humanitarian",6
"humanity",6
"humans",6
"ignores",6
"illustrate",6
"impossible",6
"improve",6
"indeed",6
"influence",6
"instead",6
"interesting",6
"interview",6
"introduced",6
"introduction",6
"itself",6
"landscape",6
"leading",6
"line",6
"locations",6
"looked",6
"lower",6
"male",6
"management",6
"manager",6
"managing",6
"manufacture",6
"meet",6
"mental",6
"messages",6
"met",6
"methods",6
"miner",6
"model",6
"mountainous",6
"museum",6
"name",6
"needed",6
"oral",6
"organic",6
"original",6
"outside",6
"pages",6
"pedestrians",6
"period",6
"personality",6
"pitch",6
"playground",6
"pollution",6
"preserve",6
"principles",6
"processing",6
"produces",6
"provides",6
"psychology",6
"put",6
"quality",6
"randomly",6
"rapidly",6
"reality",6
"record",6
"records",6
"reducing",6
"reduction",6
"refers",6
"region",6
"regulation",6
"reporting",6
"requirements",6
"researcher",6
"residents",6
"resources",6
"response",6
"rest",6
"roles",6
"said",6
"satisfaction",6
"saw",6
"scale",6
"scary",6
"screen",6
"sculptor",6
"sea",6
"seeking",6
"seem",6
"seemed",6
"series",6
"shaped",6
"shareholders",6
"shopping",6
"shops",6
"siblings",6
"signal",6
"simple",6
"simply",6
"situation",6
"soap",6
"societies",6
"sold",6
"solution",6
"someone",6
"son",6
"sound",6
"sources",6
"speaker",6
"speakers",6
"speaking",6
"spent",6
"spices",6
"steam",6
"streets",6
"studying",6
"successfully",6
"suffered",6
"suggests",6
"surprising",6
"tailed",6
"taken",6
"talk",6
"tea",6
"techniques",6
"technologies",6
"tedious",6
"term",6
"theories",6
"thinks",6
"though",6
"thousands",6
"threat",6
"throughout",6
"tiger",6
"tools",6
"towards",6
"train",6
"transportation",6
"trip",6
"trying",6
"turns",6
"u",6
"ultimate",6
"understand",6
"understanding",6
"universal",6
"unknown",6
"users",6
"usually",6
"v",6
"vegetables",6
"view",6
"vital",6
"volcanic",6
"w",6
"waste",6
"whose",6
"wrong",6
"y",6
"yellow",6
"yet",6
"dickens",5
"nations",5
"won",5
"absorbed",4
"accept",4
"account",4
"achievement",4
"activated",4
"activities",4
"actual",4
"adaptations",4
"admin",4
"adventure",4
"affected",4
"afford",4
"agent",4
"agricultural",4
"aims",4
"air",4
"allows",4
"alone",4
"along",4
"anthropology",4
"anything",4
"appropriate",4
"archer",4
"architecture",4
"arrived",4
"articles",4
"artists",4
"assigned",4
"assistance",4
"assistant",4
"assumptions",4
"author",4
"automotive",4
"award",4
"awareness",4
"bad",4
"badly",4
"basis",4
"bathing",4
"bean",4
"becoming",4
"bed",4
"belonging",4
"bias",4
"biodiversity",4
"bird",4
"birds",4
