"word","freq"
"the",2472
"of",1284
"to",1028
"a",870
"in",792
"and",698
"is",442
"that",418
"for",380
"on",324
"are",290
"you",246
"be",220
"it",217
"questions",206
"with",206
"their",202
"have",198
"as",196
"this",194
"by",186
"they",184
"com",182
"about",174
"b",174
"more",174
"which",174
"s",167
"from",166
"or",162
"an",156
"at",152
"one",149
"reading",138
"what",138
"your",138
"why",136
"answer",130
"has",128
"c",126
"people",124
"write",124
"do",122
"was",122
"than",106
"test",104
"can",103
"if",102
"but",100
"x",100
"there",98
"should",96
"d",94
"passage",94
"been",90
"below",86
"he",86
"were",86
"information",84
"other",84
"correct",82
"some",82
"transport",82
"when",82
"i",81
"not",81
"its",80
"each",78
"example",78
"will",78
"time",76
"how",74
"work",73
"most",72
"many",70
"says",70
"think",70
"tourism",70
"e",68
"sheet",68
"children",67
"art",66
"boxes",66
"make",66
"all",64
"any",64
"choose",64
"following",64
"letter",64
"who",62
"two",60
"could",56
"his",56
"paragraph",56
"these",56
"would",56
"writer",56
"because",54
"only",54
"travel",54
"we",54
"years",54
"also",52
"so",52
"such",52
"had",50
"leaves",50
"long",50
"may",50
"minutes",50
"complete",48
"given",48
"into",48
"g",47
"no",47
"spend",46
"statement",46
"words",46
"like",44
"own",44
"say",44
"them",44
"water",44
"way",44
"world",44
"century",42
"did",42
"help",42
"however",42
"out",42
"use",42
"red",40
"today",40
"writing",40
"found",38
"important",38
"part",38
"person",38
"where",38
"industry",37
"focus",36
"learning",36
"over",36
"research",36
"revolution",36
"those",36
"new",35
"based",34
"good",34
"high",34
"lost",34
"made",34
"section",34
"t",34
"task",34
"between",32
"countries",32
"life",32
"much",32
"up",32
"word",32
"year",32
"according",30
"even",30
"f",30
"go",30
"increase",30
"road",30
"university",30
"very",30
"works",30
"being",28
"development",28
"does",28
"features",28
"fire",28
"growth",28
"her",28
"home",28
"listening",28
"number",28
"often",28
"pacific",28
"state",28
"steps",28
"o",27
"better",26
"business",26
"change",26
"during",26
"evolution",26
"first",26
"industrial",26
"must",26
"others",26
"skills",26
"then",26
"used",26
"child",25
"agree",24
"approach",24
"both",24
"chlorophyll",24
"economic",24
"energy",24
"examples",24
"few",24
"fires",24
"list",24
"local",24
"might",24
"original",24
"possible",24
"professor",24
"species",24
"statements",24
"trees",24
"ancient",22
"answers",22
"around",22
"average",22
"evolutionary",22
"going",22
"learn",22
"least",22
"light",22
"members",22
"museums",22
"public",22
"reason",22
"school",22
"since",22
"tree",22
"well",22
"agrees",20
"area",20
"called",20
"experience",20
"h",20
"innovation",20
"knowledge",20
"large",20
"learned",20
"likely",20
"past",20
"population",20
"relevant",20
"support",20
"theory",20
"through",20
"views",20
"ability",18
"able",18
"areas",18
"certain",18
"contradicts",18
"environment",18
"fact",18
"gifted",18
"give",18
"greater",18
"him",18
"history",18
"just",18
"known",18
"major",18
"production",18
"provide",18
"same",18
"self",18
"she",18
"something",18
"states",18
"system",18
"take",18
"tea",18
"things",18
"us",18
"value",18
"western",18
"while",18
"wildfires",18
"without",18
"yet",18
"company",17
"need",17
"notes",17
"back",16
"changes",16
"conditions",16
"days",16
"design",16
"despite",16
"develop",16
"different",16
"explanation",16
"factors",16
"far",16
"future",16
"genes",16
"get",16
"goals",16
"happen",16
"know",16
"level",16
"main",16
"old",16
"once",16
"personal",16
"positive",16
"provided",16
"put",16
"qualities",16
"quality",16
"reasons",16
"several",16
"show",16
"stone",16
"students",16
"studies",16
"team",16
"technology",16
"themselves",16
"throughout",16
"throwbacks",16
"times",16
"topic",16
"topics",16
"traits",16
"turn",16
"umber",16
"working",16
"ever",15
"play",15
"activities",14
"after",14
"ago",14
"alone",14
"although",14
"autumn",14
"become",14
"before",14
"believe",14
"building",14
"built",14
"caused",14
"co",14
"companies",14
"creative",14
"doing",14
"down",14
"early",14
"end",14
"explain",14
"feel",14
"form",14
"full",14
"group",14
"human",14
"idea",14
"impact",14
"impossible",14
"islands",14
"japan",14
"jobs",14
"lack",14
"largest",14
"last",14
"leaf",14
"lizards",14
"makes",14
"making",14
"measures",14
"modes",14
"music",14
"off",14
"open",14
"paragraphs",14
"particular",14
"perhaps",14
"physical",14
"place",14
"problem",14
"problems",14
"produce",14
"rather",14
"recent",14
"second",14
"services",14
"side",14
"similar",14
"six",14
"source",14
"study",14
"teachers",14
"thinking",14
"three",14
"took",14
"trade",14
"true",14
"winds",14
"individual",13
"john",13
"national",13
"re",13
"sun",13
"achieve",12
"almost",12
"already",12
"always",12
"amount",12
"ancestors",12
"away",12
"beer",12
"believes",12
"burial",12
"candidate",12
"canoes",12
"claims",12
"clear",12
"country",12
"courage",12
"due",12
"emissions",12
"employees",12
"every",12
"false",12
"fine",12
"free",12
"frequent",12
"further",12
"goods",12
"having",12
"headings",12
"helped",12
"highly",12
"ideas",12
"include",12
"including",12
"international",12
"island",12
"key",12
"letters",12
"longer",12
"loss",12
"methods",12
"million",12
"millions",12
"now",12
"opinion",12
"parents",12
"point",12
"prevention",12
"pupils",12
"question",12
"reach",12
"region",12
"relatively",12
"role",12
"said",12
"see",12
"seen",12
"silent",12
"site",12
"size",12
"small",12
"sometimes",12
"south",12
"suggests",12
"term",12
"thing",12
"thinks",12
"though",12
"toes",12
"together",12
"too",12
"visitors",12
"wells",12
"within",12
"bear",11
"museum",11
"north",11
"above",10
"achieved",10
"across",10
"addition",10
"against",10
"allowed",10
"along",10
"archaeological",10
"argued",10
"available",10
"best",10
"businesses",10
"came",10
"carved",10
"case",10
"character",10
"collection",10
"come",10
"compared",10
"comparisons",10
"course",10
"criticism",10
"customer",10
"data",10
"deep",10
"describe",10
"developments",10
"discussion",10
"dry",10
"easy",10
"economy",10
"effect",10
"expansion",10
"experts",10
"facilities",10
"factor",10
"fall",10
"familiar",10
"find",10
"firefighters",10
"fit",10
"food",10
"ground",10
"historians",10
"historical",10
"homes",10
"hundreds",10
"improve",10
"individuals",10
"insects",10
"itself",10
"j",10
"land",10
"lead",10
"leaders",10
"less",10
"mass",10
"material",10
"meaning",10
"means",10
"medical",10
"migration",10
"offer",10
"order",10
"painting",10
"per",10
"picture",10
"port",10
"promotion",10
"range",10
"related",10
"remains",10
"right",10
"roads",10
"run",10
"scale",10
"scientists",10
"sense",10
"set",10
"shows",10
"social",10
"society",10
"someone",10
"southern",10
"space",10
"spending",10
"sport",10
"spread",10
"still",10
"story",10
"strategies",10
"strong",10
"table",10
"taking",10
"techniques",10
"terms",10
"therefore",10
"thousands",10
"trend",10
"types",10
"usually",10
"values",10
"visitor",10
"want",10
"wants",10
"wide",10
"ext",9
"next",9
"academic",8
"accept",8
"action",8
"actually",8
"affect",8
"affects",8
"again",8
"among",8
"animals",8
"another",8
"archaeology",8
"asks",8
"attention",8
"aware",8
"backwards",8
"basic",8
"began",8
"begin",8
"behind",8
"beyond",8
"billion",8
"biologists",8
"box",8
"brought",8
"cannot",8
"career",8
"cases",8
"cent",8
"centuries",8
"chance",8
"characteristics",8
"chemical",8
"cities",8
"city",8
"climate",8
"close",8
"complex",8
"conclusion",8
"contact",8
"continue",8
"control",8
"cost",8
"council",8
"creativity",8
"current",8
"day",8
"decades",8
"decision",8
"developed",8
"developing",8
"difference",8
"difficult",8
"discovery",8
"drinking",8
"effects",8
"efficiency",8
"emotions",8
"employment",8
"encouraged",8
"environmental",8
"euros",8
"evidence",8
"evolved",8
"examiner",8
"exhibits",8
"family",8
"fear",8
"feelings",8
"findings",8
"five",8
"forest",8
"forms",8
"gas",8
"government",8
"great",8
"heard",8
"herself",8
"huge",8
"hypothesis",8
"increased",8
"increasing",8
"interested",8
"internal",8
"investment",8
"joy",8
"kind",8
"late",8
"law",8
"leader",8
"leading",8
"led",8
"leisure",8
"levels",8
"located",8
"look",8
"low",8
"market",8
"match",8
"me",8
"minute",8
"monument",8
"n",8
"name",8
"needs",8
"ocean",8
"opportunity",8
"option",8
"orange",8
"originally",8
"our",8
"ow",8
"paintings",8
"particularly",8
"passion",8
"period",8
"personality",8
"phone",8
